Date,AKRA.JK,ANTM.JK,ASII.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BJBR.JK,BMRI.JK,BTPS.JK,DSNG.JK,ICBP.JK,INCO.JK,INDF.JK,INTP.JK,JPFA.JK,JSMR.JK,KLBF.JK,SMGR.JK,TLKM.JK,UNTR.JK,UNVR.JK
2022-06-29,870.78,1626.04,5198.93,6877.39,3671.16,3613.28,1219.02,1169.75,3597.95,2643.33,446.35,8895.22,5698.86,6295.57,9228.56,1419.27,3514.89,1626.65,6831.2,3653.61,19790.76,4411.96
2022-06-30,866.57,1595.02,5298.91,6853.75,3591.11,3587.35,1202.49,1169.75,3586.64,2561.58,451.84,8989.35,5575.51,6251.23,9204.27,1405.58,3437.21,1597.78,6667.44,3617.43,19704.03,4260.14
2022-07-01,807.68,1550.72,5218.92,6853.75,3591.11,3578.7,1173.56,1152.73,3439.55,2416.24,448.18,8801.09,5279.47,6229.06,9131.42,1414.71,3398.37,1621.84,6433.49,3635.52,18385.8,4313.72
2022-07-04,757.2,1524.13,5198.93,6664.68,3499.61,3492.26,1157.03,1139.97,3349.04,2434.41,433.54,8683.43,5378.15,6051.72,8937.13,1323.44,3398.37,1573.71,6363.31,3608.39,18403.15,4197.62
2022-07-05,786.65,1586.16,5058.96,6853.75,3545.36,3535.48,1157.03,1144.23,3462.18,2388.99,448.18,8636.36,5378.15,6140.39,8961.42,1318.87,3582.86,1626.65,6269.73,3608.39,19409.16,4251.2
2022-07-06,799.27,1524.13,4859.0,6901.02,3499.61,3526.84,1157.03,1139.97,3405.61,2352.65,437.2,8895.22,5156.11,6206.9,9058.56,1328.0,3495.47,1621.84,6293.12,3635.52,18593.94,4269.07
2022-07-07,807.68,1524.13,4759.02,6711.95,3476.74,3500.9,1152.9,1139.97,3360.35,2461.66,437.2,8918.75,4983.42,6118.23,8864.27,1332.56,3495.47,1617.03,6199.55,3653.61,18576.6,4465.55
2022-07-08,858.16,1519.7,4779.01,6759.22,3476.74,3630.57,1152.9,1139.97,3382.98,2461.66,455.5,8871.69,5230.12,6229.06,8912.84,1323.44,3417.79,1607.4,6246.34,3626.48,19044.92,4367.31
2022-07-11,900.23,1524.13,4839.0,6735.59,3430.99,3561.41,1148.77,1131.46,3382.98,2461.66,455.5,8895.22,5082.1,6229.06,8864.27,1296.06,3437.21,1636.28,6082.57,3653.61,18888.81,4286.93
2022-07-12,896.02,1541.85,4878.99,6782.85,3408.12,3552.77,1181.83,1144.23,3360.35,2497.99,448.18,8777.56,5082.1,6251.23,8815.7,1341.69,3476.05,1617.03,5989.0,3626.48,18680.67,4358.38
2022-07-13,883.4,1524.13,4659.04,6617.42,3305.19,3509.55,1165.3,1144.23,3292.47,2388.99,437.2,8754.03,4958.75,6051.72,8767.13,1332.56,3369.25,1626.65,5989.0,3563.17,19617.3,4376.24
2022-07-14,874.99,1462.1,4878.99,6641.05,3328.06,3518.19,1148.77,1135.72,3292.47,2298.15,429.89,8706.96,5008.09,6140.39,8791.42,1364.51,3427.5,1655.53,6105.97,3635.52,20675.36,4376.24
2022-07-15,853.95,1364.63,4759.02,6617.42,3328.06,3552.77,1152.9,1127.21,3247.21,2543.41,428.06,8801.09,4707.11,6118.23,8864.27,1328.0,3398.37,1617.03,5965.6,3753.09,20137.66,4313.72
2022-07-18,853.95,1382.35,4819.0,6759.22,3350.94,3578.7,1161.17,1122.96,3326.41,2370.82,451.84,8942.29,4815.66,6251.23,9009.99,1323.44,3417.79,1592.96,6082.57,3789.26,20016.24,4447.69
2022-07-19,925.47,1466.53,4859.0,6782.85,3339.5,3552.77,1185.96,1114.45,3360.35,2452.57,457.33,8895.22,5082.1,6339.9,9107.13,1346.26,3476.05,1636.28,6129.36,3762.13,20189.69,4438.76
2022-07-20,921.26,1501.98,5018.96,6995.56,3511.05,3717.01,1210.75,1118.7,3575.33,2534.32,457.33,8895.22,5082.1,6295.57,9058.56,1401.02,3437.21,1665.15,6082.57,3807.35,20935.53,4438.76
2022-07-21,925.47,1484.26,4938.98,6995.56,3533.92,3725.65,1214.89,1127.21,3575.33,2425.32,461.9,8942.29,5131.44,6362.07,9131.42,1414.71,3417.79,1617.03,6105.97,3852.57,20814.12,4465.55
2022-07-22,908.64,1577.3,4859.0,6924.65,3522.49,3691.08,1210.75,1135.72,3552.7,2488.91,480.19,8848.16,5624.85,6251.23,9179.99,1387.33,3408.08,1650.72,6105.97,3825.44,20866.15,4465.55
2022-07-25,921.26,1555.15,4859.0,6901.02,3476.74,3673.79,1206.62,1135.72,3518.75,2516.16,466.47,8895.22,5501.5,6229.06,9009.99,1396.45,3417.79,1626.65,6082.57,3834.48,21213.05,4403.03
2022-07-26,908.64,1586.16,4878.99,6901.02,3511.05,3742.94,1202.49,1118.7,3620.58,2507.07,466.47,8824.62,5624.85,6206.9,8937.13,1396.45,3408.08,1631.47,6152.76,3843.52,21230.4,4403.03
2022-07-27,929.67,1581.73,4878.99,6924.65,3556.8,3734.3,1206.62,1144.23,3665.84,2543.41,475.62,8730.49,5575.51,6206.9,8937.13,1387.33,3408.08,1626.65,6012.39,3888.74,21577.3,4215.48
2022-07-28,975.95,1772.25,4839.0,6948.29,3579.67,3768.87,1210.75,1139.97,3643.21,2543.41,480.19,8448.11,6093.59,6118.23,8937.13,1387.33,3476.05,1607.4,6012.39,3834.48,21716.06,4027.93
2022-07-29,1051.67,1732.37,5058.96,6948.29,3591.11,3768.87,1214.89,1139.97,3745.04,2552.49,484.77,8306.91,6019.58,6029.56,9034.27,1318.87,3456.63,1559.28,6105.97,3825.44,22409.87,4027.93
2022-08-01,1060.08,1843.14,5178.93,7090.09,3636.85,3768.87,1227.28,1156.99,3609.27,2579.74,489.34,8377.51,6266.28,6118.23,8864.27,1346.26,3417.79,1525.59,6035.79,3888.74,22323.14,4063.65
2022-08-02,1051.67,1767.82,5178.93,7184.62,3694.04,3803.45,1223.15,1148.48,3699.78,2452.57,471.05,8657.24,5970.24,6190.29,8888.56,1346.26,3349.83,1530.4,6035.79,4024.39,22808.8,4108.31
2022-08-03,1081.11,1745.66,5278.91,7208.26,3716.91,3786.16,1231.42,1156.99,3733.73,2597.91,484.77,8488.44,6019.58,6074.8,8839.99,1332.56,3378.96,1530.4,6059.18,4069.61,23554.64,4099.38
2022-08-04,1085.4,1745.66,5278.91,7373.69,3659.73,3768.87,1223.15,1156.99,3733.73,2652.41,480.19,8609.01,6019.58,6144.1,9349.99,1369.07,3349.83,1535.21,6316.52,4114.83,23034.29,4108.31
2022-08-05,1029.63,1789.97,5298.91,7444.59,3774.09,3768.87,1243.81,1169.75,3733.73,2661.49,484.77,8488.44,6019.58,6121.0,9422.84,1382.76,3359.54,1530.4,6363.31,4205.27,22548.63,4215.48
2022-08-08,1012.47,1825.41,5358.89,7444.59,3774.09,3777.52,1272.74,1182.51,3778.98,2588.83,489.34,8488.44,6241.61,6121.0,9471.41,1391.89,3320.7,1554.46,6550.46,4250.48,22479.25,4278.0
2022-08-09,1038.21,1931.75,5398.89,7468.23,3865.59,3812.1,1281.0,1178.25,3835.56,2579.74,480.19,8416.09,6661.01,6051.7,9374.27,1396.45,3320.7,1525.59,6503.68,4196.22,22461.9,4215.48
2022-08-10,1012.47,1878.58,5478.87,7468.23,3877.02,3725.65,1264.47,1169.75,3892.13,2588.83,489.34,8416.09,6488.31,6121.0,9447.13,1369.07,3349.83,1540.03,6550.46,4123.87,22444.56,4269.07
2022-08-11,1042.5,1984.92,5558.85,7515.5,3899.9,3760.23,1301.66,1178.25,3858.18,2743.25,484.77,8560.78,6833.7,6097.9,9398.56,1382.76,3446.92,1525.59,6480.28,4132.92,22132.35,4242.27
2022-08-12,1021.05,1967.19,5558.85,7491.86,3899.9,3734.3,1342.99,1203.78,3835.56,2752.33,489.34,8367.86,6907.71,6121.0,9471.41,1378.2,3388.67,1554.46,6573.86,4114.83,21924.2,4260.14
2022-08-15,1016.76,1887.44,5498.86,7515.5,3911.33,3717.01,1309.93,1199.52,3824.24,2752.33,489.34,8560.78,6562.33,6121.0,9277.13,1369.07,3359.54,1535.21,6480.28,4024.39,22548.63,4251.2
2022-08-16,999.6,1843.14,5578.85,7539.13,3922.77,3699.72,1293.4,1195.27,3858.18,2743.25,484.77,8440.21,6438.97,6051.7,9228.56,1373.64,3398.37,1573.71,6433.49,3988.22,22479.25,4260.14
2022-08-18,995.31,1816.55,5578.85,7562.76,3957.08,3742.94,1276.87,1195.27,3892.13,2716.0,466.47,8464.32,6290.95,6074.8,9034.27,1474.04,3398.37,1573.71,6386.7,4114.83,22201.72,4278.0
2022-08-19,1016.76,1825.41,5578.85,7468.23,3888.46,3717.01,1252.08,1191.02,3846.87,2734.16,484.77,8391.98,6414.3,6074.8,8937.13,1469.47,3398.37,1549.65,6152.76,4160.05,21958.89,4224.41
2022-08-22,1003.89,1758.95,5538.86,7562.76,3796.97,3691.08,1239.68,1178.25,3858.18,2688.75,484.77,8416.09,6118.26,6144.1,8961.42,1451.22,3398.37,1549.65,6176.15,4205.27,22062.96,4242.27
2022-08-23,1042.5,1798.83,5578.85,7468.23,3796.97,3717.01,1256.21,1178.25,3903.44,2706.91,480.19,8488.44,6167.6,6144.1,9009.99,1446.65,3388.67,1564.09,6246.34,4214.31,22288.45,4295.86
2022-08-24,1042.5,1781.11,5638.84,7515.5,3796.97,3708.36,1247.94,1182.51,3903.44,2725.08,489.34,8464.32,6068.92,6144.1,9228.56,1446.65,3369.25,1554.46,6152.76,4295.7,22635.35,4331.58
2022-08-25,1038.21,1767.82,5578.85,7633.66,3785.53,3691.08,1256.21,1178.25,3880.81,2697.83,489.34,8464.32,6068.92,6074.8,9082.84,1446.65,3378.96,1549.65,6129.36,4132.92,22860.84,4322.65
2022-08-26,1055.37,1732.37,5498.86,7562.76,3796.97,3691.08,1256.21,1182.51,3846.87,2716.0,493.91,8416.09,6044.25,6005.51,9034.27,1451.22,3369.25,1559.28,6129.36,4060.57,22964.91,4117.24
2022-08-29,1038.21,1683.63,5458.87,7704.56,3751.22,3673.79,1247.94,1174.0,3869.5,2661.49,475.62,8536.67,5945.57,6121.0,9058.56,1446.65,3349.83,1568.9,6105.97,4087.7,22895.53,4090.44
2022-08-30,1046.79,1758.95,5518.86,7728.2,3854.15,3682.43,1247.94,1178.25,3914.76,2643.33,471.05,8416.09,6044.25,6005.51,9034.27,1432.96,3340.12,1568.9,6129.36,4051.52,23121.01,4090.44
2022-08-31,1029.63,1763.39,5578.85,7751.83,3899.9,3751.59,1243.81,1182.51,4005.27,2688.75,461.9,8006.14,6019.58,5751.43,9179.99,1446.65,3340.12,1617.03,6176.15,4123.87,23485.26,4099.38
2022-09-01,1012.47,1714.65,5538.86,7704.56,3899.9,3794.81,1276.87,1178.25,4039.21,2770.5,471.05,8391.98,5896.23,5797.63,9034.27,1432.96,3359.54,1592.96,6035.79,4141.96,23086.32,4054.72
2022-09-02,986.73,1683.63,5538.86,7775.47,3979.95,3846.67,1276.87,1178.25,4005.27,2752.33,453.67,8416.09,5698.86,5913.12,9204.27,1414.71,3349.83,1612.21,6012.39,4160.05,23519.95,4063.65
2022-09-05,1025.34,1745.66,5498.86,7822.73,4048.57,3967.69,1297.53,1174.0,4050.53,2688.75,455.5,8391.98,5871.55,5890.02,9179.99,1364.51,3349.83,1578.53,6105.97,4178.13,23832.17,4045.79
2022-09-06,1038.21,1763.39,5518.86,7822.73,4002.82,3941.76,1285.14,1178.25,3993.96,2643.33,461.9,8343.75,6093.59,5866.92,9179.99,1369.07,3369.25,1597.78,6105.97,4078.66,24630.04,4027.93
2022-09-07,1029.63,1727.94,5318.9,7917.27,3922.77,3855.32,1272.74,1174.0,4016.58,2616.08,448.18,8247.29,6044.25,5820.72,9277.13,1355.38,3301.28,1602.59,6129.36,4060.57,24335.17,4099.38
2022-09-08,1025.34,1701.36,5318.9,7893.63,4014.26,3976.34,1305.8,1186.76,4050.53,2688.75,440.86,8223.17,6118.26,5774.53,9301.42,1341.69,3301.28,1602.59,6129.36,4123.87,23866.85,4036.86
2022-09-09,1029.63,1750.09,5418.88,7917.27,4025.7,3984.98,1297.53,1186.76,4107.1,2634.24,439.03,8150.83,6093.59,5751.43,9349.99,1332.56,3272.15,1636.28,6176.15,4160.05,23797.47,4019.0
2022-09-12,1033.92,1754.52,5578.85,7917.27,4025.7,3941.76,1268.61,1182.51,4152.36,2616.08,453.67,8295.52,6364.96,5751.43,9252.84,1350.82,3291.57,1684.4,6199.55,4105.79,23936.24,4063.65
2022-09-13,1076.82,1834.28,5758.81,8059.07,4105.75,3959.05,1272.74,1186.76,4276.81,2652.41,457.33,8223.17,6636.34,5728.33,9374.27,1359.95,3330.41,1727.72,6293.12,4087.7,23832.17,4170.82
2022-09-14,1179.79,1878.58,5718.82,8035.44,4071.44,3959.05,1268.61,1182.51,4208.93,2679.66,466.47,8223.17,6661.01,5751.43,9398.56,1364.51,3466.34,1727.72,6222.94,4051.52,23589.33,4135.1
2022-09-15,1209.82,1834.28,5638.84,8271.77,4197.25,3984.98,1326.46,1199.52,4231.56,2688.75,457.33,8295.52,6562.33,5705.23,9325.7,1355.38,3446.92,1766.22,6199.55,4069.61,24213.76,4108.31
2022-09-16,1154.05,1807.69,5518.86,7988.17,4094.32,3889.89,1301.66,1195.27,4118.41,2679.66,455.5,8343.75,6438.97,5820.72,9641.41,1387.33,3446.92,1828.78,6433.49,3988.22,23814.82,4135.1
2022-09-19,1205.53,1816.55,5698.82,8177.24,4105.75,3950.4,1301.66,1199.52,4174.98,2634.24,450.01,8391.98,6438.97,5728.33,9641.41,1373.64,3427.5,1804.72,6550.46,4069.61,23797.47,4108.31
2022-09-20,1222.69,1816.55,5738.82,8082.7,4105.75,3881.25,1301.66,1195.27,4163.67,2634.24,448.18,8560.78,6389.63,5728.33,9811.41,1359.95,3388.67,1780.66,6737.62,4051.52,23693.4,4224.41
2022-09-21,1218.4,1843.14,5718.82,8011.8,4105.75,3933.11,1289.27,1191.02,4197.61,2561.58,448.18,8391.98,6537.66,5774.53,9859.99,1378.2,3437.21,1771.03,6737.62,4006.31,23814.82,4295.86
2022-09-22,1248.43,1843.14,5738.82,8011.8,4117.19,3941.76,1293.4,1182.51,4163.67,2570.66,455.5,8512.55,6562.33,5774.53,9787.13,1378.2,3408.08,1785.47,6807.8,4006.31,24352.51,4295.86
2022-09-23,1201.24,1807.69,5718.82,7917.27,4117.19,3872.6,1289.27,1178.25,4163.67,2552.49,455.5,8681.36,6537.66,5728.33,9835.7,1373.64,3427.5,1775.84,6948.17,3961.09,23589.33,4295.86
2022-09-26,1119.72,1745.66,5578.85,7964.53,4117.19,3924.47,1281.0,1169.75,4186.3,2479.82,450.01,8753.7,6414.3,5728.33,9738.56,1391.89,3340.12,1780.66,6948.17,4033.44,23103.67,4278.0
2022-09-27,1179.79,1741.23,5558.85,7846.37,4117.19,3915.83,1252.08,1165.49,4231.56,2497.99,440.86,8536.67,6488.31,5682.14,9592.84,1378.2,3369.25,1780.66,7018.35,4015.35,23173.05,4286.93
2022-09-28,1149.76,1705.79,5438.88,7870.0,4117.19,3907.18,1243.81,1161.24,4208.93,2497.99,440.86,8488.44,6167.6,5635.94,9544.27,1359.95,3310.99,1751.78,6924.78,4042.48,22895.53,4295.86
2022-09-29,1141.18,1701.36,5418.88,7917.27,4105.75,3872.6,1210.75,1152.73,4186.3,2443.49,446.35,8536.67,6167.6,5566.64,9447.13,1350.82,3262.44,1761.41,7018.35,4015.35,22982.26,4331.58
2022-09-30,1158.34,1719.08,5298.91,8082.7,4105.75,3881.25,1227.28,1152.73,4265.5,2479.82,442.69,8343.75,6315.62,5566.64,9228.56,1382.76,3145.92,1761.41,6994.96,4033.44,22774.11,4313.72
2022-10-03,1154.05,1674.77,5298.91,8035.44,4071.44,3915.83,1223.15,1152.73,4197.61,2434.41,453.67,8416.09,6093.59,5566.64,9131.42,1369.07,3165.34,1742.15,6971.57,4033.44,22895.53,4331.58
2022-10-04,1205.53,1705.79,5378.89,8082.7,4048.57,4010.91,1239.68,1156.99,4174.98,2507.07,455.5,8223.17,6463.64,5589.74,9034.27,1355.38,3145.92,1746.97,6971.57,4015.35,23450.57,4349.45
2022-10-05,1214.11,1719.08,5338.9,7988.17,4048.57,3924.47,1219.02,1152.73,4197.61,2570.66,457.33,8343.75,6636.34,5566.64,8985.7,1337.13,3145.92,1775.84,6854.59,4033.44,23516.7,4313.72
2022-10-06,1205.53,1710.22,5278.91,7964.53,4071.44,3898.54,1198.36,1148.48,4220.24,2588.83,461.9,8512.55,6636.34,5635.94,8864.27,1305.18,3204.18,1780.66,6854.59,4006.31,23356.72,4376.24
2022-10-07,1171.21,1714.65,5178.93,7751.83,4014.26,3838.03,1235.55,1156.99,4265.5,2543.41,461.9,8584.9,6710.35,5612.84,8864.27,1296.06,3194.47,1775.84,6761.01,3933.96,23463.37,4322.65
2022-10-10,1141.18,1692.5,5198.93,7846.37,4002.82,3777.52,1235.55,1156.99,4208.93,2543.41,466.47,8633.13,6587.0,5659.04,8839.99,1318.87,3204.18,1823.97,6877.99,3997.26,22965.66,4286.93
2022-10-11,1209.82,1679.2,5218.92,7799.1,3979.95,3829.38,1227.28,1152.73,4208.93,2516.16,451.84,8681.36,6463.64,5659.04,9082.84,1318.87,3184.76,1766.22,7041.75,3897.78,22894.56,4224.41
2022-10-12,1244.14,1665.91,5148.39,7870.0,3957.08,3803.45,1210.75,1144.23,4265.5,2479.82,446.35,8633.13,6488.31,5612.84,8937.13,1305.18,3165.34,1828.78,7018.35,3924.91,23001.21,4278.0
2022-10-13,1209.82,1621.61,5148.39,7822.73,4002.82,3760.23,1214.89,1148.48,4288.13,2452.57,442.69,8536.67,6438.97,5589.74,8888.56,1300.62,3184.76,1790.28,6877.99,3888.74,22894.56,4322.65
2022-10-14,1235.56,1612.74,5148.39,7799.1,3854.15,3691.08,1214.89,1148.48,4254.19,2479.82,442.69,8391.98,6611.67,5589.74,8791.42,1273.24,3194.47,1775.84,6737.62,3879.7,23996.63,4295.86
2022-10-17,1209.82,1599.45,5209.19,7799.1,3922.77,3717.01,1223.15,1148.48,4276.81,2434.41,442.69,8512.55,6488.31,5659.04,8888.56,1264.11,3175.05,1857.66,7018.35,3915.87,23392.27,4313.72
2022-10-18,1235.56,1590.59,5148.39,7846.37,3968.51,3708.36,1219.02,1152.73,4299.44,2461.66,435.37,8633.13,6562.33,5705.23,8985.7,1296.06,3262.44,1828.78,7041.75,3843.52,22752.36,4376.24
2022-10-19,1244.14,1617.18,5290.27,7822.73,4014.26,3717.01,1206.62,1144.23,4288.13,2416.24,455.5,8801.93,6809.03,5751.43,9155.7,1296.06,3320.7,1905.78,7252.3,3798.3,22610.16,4778.14
2022-10-20,1244.14,1612.74,5209.19,8035.44,4117.19,3794.81,1268.61,1156.99,4480.47,2534.32,493.91,9163.65,6784.36,5866.92,8937.13,1350.82,3291.57,1953.91,7299.09,3933.96,22627.93,4822.79
2022-10-21,1231.27,1595.02,5330.81,8177.24,4117.19,3829.38,1239.68,1156.99,4684.13,2525.24,471.05,9091.31,6488.31,5797.63,8985.7,1309.75,3369.25,1900.97,7111.93,3943.0,22752.36,4733.48
2022-10-24,1244.14,1590.59,5391.62,8413.57,4277.3,3889.89,1268.61,1169.75,4638.87,2470.74,457.33,9091.31,6512.99,5820.72,9009.99,1277.8,3330.41,1920.22,7088.54,3988.22,23018.99,4755.81
2022-10-25,1166.92,1568.44,5432.16,8224.5,4311.61,3967.69,1260.34,1169.75,4627.56,2534.32,466.47,9187.77,6587.0,5728.33,8864.27,1259.55,3320.7,1925.03,6994.96,3970.13,22752.36,4711.16
2022-10-26,1196.95,1603.88,5330.81,8082.7,4220.12,3915.83,1268.61,1169.75,4616.24,2525.24,493.91,9453.03,6611.67,5843.82,8985.7,1264.11,3378.96,1963.53,6994.96,3952.05,23605.57,4822.79
2022-10-27,1222.69,1630.47,5391.62,8224.5,4277.3,3976.34,1281.0,1169.75,4616.24,2706.91,507.63,9477.15,6661.01,5820.72,8937.13,1277.8,3340.12,1934.66,7182.12,3952.05,23285.62,4778.14
2022-10-28,1239.85,1626.04,5310.54,8271.77,4265.87,4002.27,1272.74,1165.49,4616.24,2643.33,507.63,9453.03,6414.3,5890.02,9009.99,1268.67,3291.57,1944.28,7252.3,4024.39,22930.11,4447.69
2022-10-31,1338.52,1634.9,5391.62,8319.04,4300.18,4019.56,1276.87,1169.75,4774.64,2679.66,507.63,9380.69,6414.3,5959.31,9009.99,1264.11,3310.99,1973.16,7439.46,3970.13,22965.66,4144.03
2022-11-01,1248.43,1603.88,5330.81,8319.04,4300.18,4028.2,1276.87,1182.51,4706.76,2825.0,512.2,9163.65,6438.97,5959.31,9908.56,1291.49,3301.28,1910.6,7509.64,3997.26,22361.3,4045.79
2022-11-02,1282.75,1652.62,5209.19,8271.77,4231.56,3984.98,1268.61,1182.51,4559.67,2961.25,530.5,9260.11,6537.66,5936.21,9811.41,1268.67,3233.31,1896.16,7579.82,3816.39,21828.04,4019.0
2022-11-03,1329.94,1621.61,5168.65,8319.04,4254.43,4019.56,1260.34,1182.51,4604.93,3006.67,544.22,9211.88,6537.66,5890.02,9811.41,1254.98,3233.31,1896.16,7509.64,3735.0,22041.35,4027.93
2022-11-04,1299.91,1696.93,5209.19,8295.41,4242.99,4019.56,1268.61,1178.25,4593.62,2934.0,539.64,9308.34,6661.01,5959.31,10175.7,1245.86,3233.31,1891.34,7720.19,3807.35,22236.88,4054.72
2022-11-07,1282.75,1772.25,5270.0,8366.31,4242.99,4054.13,1268.61,1174.0,4638.87,3052.09,562.51,9404.8,7055.73,6005.51,10224.27,1236.73,3204.18,1944.28,7720.19,3870.65,22236.88,4126.17
2022-11-08,1261.3,1758.95,5290.27,8271.77,4231.56,3993.62,1260.34,1178.25,4593.62,2915.84,567.08,9404.8,6932.38,5982.41,9957.13,1241.29,3204.18,1905.78,7439.46,3816.39,22165.77,4135.1
2022-11-09,1261.3,1772.25,5310.54,8389.94,4254.43,4019.56,1260.34,1169.75,4593.62,2888.58,553.36,9404.8,7080.4,6051.7,9884.27,1236.73,3204.18,1886.53,7369.27,3789.26,22041.35,4054.72
2022-11-10,1252.72,1772.25,5290.27,8319.04,4242.99,3915.83,1260.34,1156.99,4570.99,2852.25,548.79,9380.69,7006.39,5982.41,10175.7,1227.6,3233.31,1905.78,7462.85,3771.17,20903.73,4072.58
2022-11-11,1269.88,1878.58,5229.46,8366.31,4254.43,4019.56,1268.61,1161.24,4718.07,2879.5,548.79,9501.26,7327.11,5913.12,9957.13,1227.6,3233.31,1925.03,7603.22,3753.09,20619.33,4054.72
2022-11-14,1188.37,1878.58,5107.85,8271.77,4162.94,3959.05,1268.61,1165.49,4638.87,2815.92,562.51,9404.8,7203.76,5982.41,10005.7,1250.42,3213.89,1934.66,7486.25,3662.65,20406.02,4099.38
2022-11-15,1218.4,1914.03,5047.04,8319.04,4174.38,3959.05,1260.34,1156.99,4638.87,2806.83,535.07,9453.03,7203.76,6005.51,9811.41,1259.55,3184.76,1953.91,7439.46,3662.65,20370.47,4117.24
2022-11-16,1205.53,1798.83,5006.5,8129.97,4162.94,3907.18,1252.08,1156.99,4525.73,2788.67,548.79,9428.92,7179.09,6005.51,9544.27,1254.98,3175.05,1953.91,7135.33,3662.65,20441.57,4117.24
2022-11-17,1158.34,1750.09,5107.85,8248.14,4242.99,4036.84,1247.94,1156.99,4480.47,2788.67,539.64,9332.46,7006.39,6028.61,9349.99,1232.17,3165.34,1953.91,7135.33,3653.61,20352.7,4099.38
2022-11-18,1171.21,1736.8,5047.04,8342.67,4208.68,3984.98,1252.08,1156.99,4604.93,2806.83,539.64,9308.34,6809.03,6005.51,9617.13,1236.73,3165.34,1982.78,7228.91,3626.48,20477.12,4144.03
2022-11-21,1201.24,1736.8,5128.12,8248.14,4197.25,3967.69,1247.94,1161.24,4570.99,2779.58,553.36,9453.03,6932.38,6028.61,9471.41,1236.73,3175.05,2030.91,7182.12,3644.56,20477.12,4063.65
2022-11-22,1192.66,1714.65,5047.04,8413.57,4231.56,3967.69,1256.21,1161.24,4582.3,2761.41,548.79,9308.34,6907.71,5959.31,9349.99,1232.17,3175.05,1944.28,7205.51,3617.43,20583.77,4072.58
2022-11-23,1192.66,1750.09,5026.77,8389.94,4231.56,4036.84,1247.94,1156.99,4616.24,2770.5,553.36,9549.49,7105.07,5959.31,9398.56,1236.73,3126.5,1973.16,7158.72,3590.3,21063.71,4063.65
2022-11-24,1171.21,1745.66,5026.77,8508.11,4242.99,4080.07,1256.21,1156.99,4627.56,2761.41,544.22,9453.03,7080.4,5936.21,9471.41,1241.29,3126.5,1992.41,7111.93,3644.56,21312.56,4072.58
2022-11-25,1166.92,1727.94,5006.5,8484.47,4254.43,4106.0,1260.34,1156.99,4604.93,2725.08,548.79,9549.49,7031.06,5843.82,9617.13,1241.29,3155.63,2021.28,7205.51,3644.56,21223.69,4108.31
2022-11-28,1175.5,1696.93,5047.04,8531.74,4242.99,4166.51,1264.47,1156.99,4582.3,2779.58,557.94,9621.84,7080.4,5797.63,9641.41,1232.17,3126.5,2040.53,7205.51,3599.35,21152.58,4206.55
2022-11-29,1192.66,1741.23,4905.15,8484.47,4288.74,4192.44,1260.34,1152.73,4672.82,2879.5,557.94,9621.84,7203.76,5843.82,9568.56,1236.73,3097.38,2021.28,7111.93,3599.35,21828.04,4197.62
2022-11-30,1188.37,1758.95,4905.15,8791.71,4528.91,4304.82,1268.61,1156.99,4763.33,2906.75,557.94,9742.41,7277.77,5959.31,9665.7,1213.91,3019.7,1992.41,7111.93,3653.61,21899.14,4350.8
2022-12-01,1235.56,1807.69,5006.5,8508.11,4437.42,4270.24,1272.74,1165.49,4706.76,2815.92,567.08,9790.64,7203.76,6167.2,9714.27,1191.09,3009.99,1973.16,7205.51,3581.26,21810.27,4269.22
2022-12-02,1244.14,1807.69,4965.96,8446.42,4460.29,4227.02,1252.08,1165.49,4763.33,2752.33,553.36,9838.87,7302.44,6259.59,9714.27,1181.97,2932.31,1982.78,7182.12,3617.43,20779.3,4269.22
2022-12-05,1201.24,1825.41,4884.89,8327.79,4460.29,4227.02,1202.49,1156.99,4921.73,2625.16,539.64,9983.56,7327.11,6259.59,9641.41,1150.02,2922.6,1982.78,7205.51,3472.74,20263.82,4296.42
2022-12-06,1166.92,1741.23,4763.27,8232.89,4368.8,4201.08,1169.43,1139.97,4933.04,2725.08,557.94,9983.56,7203.76,6259.59,9689.99,1150.02,2757.54,1953.91,6714.23,3255.69,19979.41,4296.42
2022-12-07,1179.79,1701.36,4641.65,8019.35,4345.92,4114.64,1152.9,1135.72,4695.44,2679.66,557.94,9959.44,6981.72,6328.88,9665.7,1131.77,2796.38,1953.91,6550.46,3328.04,19943.86,4260.16
2022-12-08,1166.92,1763.39,4601.12,8066.81,4345.92,4183.8,1157.03,1139.97,4548.36,2679.66,585.38,9838.87,7277.77,6375.08,9617.13,1154.59,2796.38,2059.79,6503.68,3382.3,19410.61,4223.9
2022-12-09,1166.92,1714.65,4601.12,8137.98,4368.8,4149.22,1123.98,1139.97,4491.79,2670.58,567.08,9790.64,7154.42,6398.18,9641.41,1127.2,2815.8,2050.16,6503.68,3300.91,18575.17,4187.65
2022-12-12,1184.08,1727.94,4601.12,8256.61,4357.36,4192.44,1144.64,1148.48,4503.1,2597.91,567.08,10031.79,7253.1,6444.37,9714.27,1168.28,2796.38,2069.41,6316.52,3346.13,19108.43,4251.1
2022-12-13,1226.98,1710.22,4722.73,8256.61,4414.54,4296.17,1157.03,1144.23,4480.47,2588.83,567.08,9935.33,7129.75,6398.18,9714.27,1172.84,2825.51,2030.91,6568.69,3391.34,19072.88,4278.29
