Date,AKRA.JK,ANTM.JK,ASII.JK,AUTO.JK,AVIA.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BIRD.JK,BJBR.JK,BJTM.JK,BMRI.JK,BTPS.JK,CTRA.JK,DSNG.JK,ELSA.JK,EMTK.JK,ESSA.JK,HEAL.JK,ICBP.JK,INCO.JK,INDF.JK,INTP.JK,JPFA.JK,JSMR.JK,KLBF.JK,MPMX.JK,MTEL.JK,PGEO.JK,PNBN.JK,POWR.JK,PRDA.JK,PWON.JK,SCMA.JK,SIDO.JK,SILO.JK,SIMP.JK,SMGR.JK,SMSM.JK,SSMS.JK,TAPG.JK,TLKM.JK,UNTR.JK,UNVR.JK
2025-01-09,1175.0,1420.0,4930.0,2200.0,428.0,9555.97,4019.92,3808.99,1063.48,1500.0,930.0,545.0,5224.4,900.0,970.0,950.0,438.0,520.0,810.0,1650.0,11025.0,3410.0,7500.0,6400.0,1815.0,4480.0,1270.0,970.0,675.0,900.0,1840.0,685.0,2520.0,378.0,156.0,610.0,3100.0,370.0,2970.0,1825.0,1195.0,750.0,2620.0,24975.0,1690.0
2025-01-10,1200.0,1465.0,4900.0,2200.0,422.0,9434.7,3992.38,3790.08,1054.07,1500.0,925.0,550.0,5088.11,890.0,950.0,960.0,442.0,525.0,810.0,1650.0,11075.0,3430.0,7725.0,6300.0,1835.0,4500.0,1260.0,965.0,675.0,900.0,1830.0,690.0,2520.0,386.0,163.0,605.0,3110.0,372.0,2980.0,1795.0,1195.0,755.0,2680.0,25100.0,1705.0
2025-01-13,1170.0,1480.0,4750.0,2150.0,398.0,9386.19,3863.89,3638.86,1016.42,1500.0,920.0,540.0,5019.97,875.0,915.0,1075.0,448.0,500.0,825.0,1665.0,11100.0,3430.0,7725.0,6100.0,1870.0,4410.0,1265.0,955.0,675.0,910.0,1825.0,675.0,2540.0,382.0,167.0,605.0,3100.0,384.0,2920.0,1775.0,1200.0,800.0,2670.0,25400.0,1720.0
2025-01-14,1210.0,1520.0,4750.0,2120.0,408.0,9240.67,3790.47,3591.6,988.19,1515.0,910.0,540.0,4906.39,860.0,890.0,1060.0,444.0,540.0,865.0,1685.0,10750.0,3680.0,7525.0,6025.0,1865.0,4240.0,1225.0,965.0,670.0,910.0,1800.0,670.0,2560.0,380.0,182.0,590.0,3070.0,380.0,2780.0,1755.0,1185.0,795.0,2620.0,25500.0,1745.0
2025-01-15,1220.0,1530.0,4940.0,2150.0,404.0,9507.46,4047.45,3865.7,1030.54,1590.0,930.0,555.0,5224.4,905.0,960.0,1100.0,444.0,565.0,865.0,1675.0,10775.0,3650.0,7700.0,6125.0,1875.0,4240.0,1255.0,980.0,670.0,925.0,1825.0,670.0,2580.0,400.0,175.0,590.0,3080.0,382.0,2880.0,1810.0,1200.0,820.0,2630.0,25700.0,1735.0
2025-01-16,1200.0,1520.0,4880.0,2120.0,414.0,9458.96,4130.05,3931.86,1039.95,1590.0,940.0,565.0,5337.97,920.0,945.0,1095.0,450.0,535.0,845.0,1635.0,10925.0,3590.0,7575.0,6125.0,1850.0,4300.0,1235.0,980.0,660.0,935.0,1820.0,670.0,2580.0,396.0,169.0,590.0,3060.0,380.0,2850.0,1775.0,1175.0,810.0,2590.0,26175.0,1785.0
2025-01-17,1200.0,1520.0,4940.0,2150.0,426.0,9604.48,4102.52,3865.7,1021.13,1585.0,935.0,565.0,5337.97,915.0,935.0,1005.0,446.0,540.0,855.0,1595.0,10825.0,3570.0,7600.0,6075.0,1855.0,4300.0,1225.0,980.0,660.0,920.0,1865.0,680.0,2570.0,398.0,174.0,595.0,3020.0,378.0,2850.0,1805.0,1215.0,785.0,2660.0,26425.0,1790.0
2025-01-20,1250.0,1510.0,4910.0,2110.0,428.0,9337.69,4240.19,3988.57,1030.54,1595.0,940.0,570.0,5451.55,910.0,960.0,1005.0,442.0,550.0,845.0,1530.0,10525.0,3580.0,7375.0,6100.0,1955.0,4250.0,1220.0,980.0,650.0,915.0,1950.0,670.0,2610.0,400.0,177.0,585.0,3000.0,376.0,2940.0,1755.0,1190.0,775.0,2610.0,25975.0,1750.0
2025-01-21,1245.0,1510.0,4910.0,2080.0,426.0,9289.18,4350.32,4026.37,1030.54,1595.0,950.0,575.0,5496.98,920.0,970.0,980.0,440.0,560.0,845.0,1555.0,11000.0,3580.0,7450.0,6200.0,1930.0,4360.0,1240.0,980.0,655.0,925.0,1855.0,670.0,2600.0,398.0,177.0,590.0,2930.0,376.0,3010.0,1785.0,1250.0,775.0,2630.0,25700.0,1730.0
2025-01-22,1230.0,1520.0,4960.0,2080.0,426.0,9313.43,4396.21,4026.37,1021.13,1630.0,945.0,580.0,5587.84,935.0,960.0,970.0,436.0,555.0,870.0,1530.0,11375.0,3540.0,7625.0,6125.0,1905.0,4340.0,1260.0,980.0,685.0,1060.0,1900.0,665.0,2590.0,390.0,176.0,580.0,2950.0,374.0,2950.0,1785.0,1250.0,775.0,2730.0,25925.0,1695.0
2025-01-23,1230.0,1490.0,4900.0,2100.0,418.0,9313.43,4267.72,4064.18,1021.13,1630.0,950.0,585.0,5610.55,935.0,980.0,980.0,436.0,555.0,850.0,1520.0,11275.0,3420.0,7500.0,6125.0,1875.0,4420.0,1235.0,980.0,685.0,1050.0,1880.0,660.0,2560.0,388.0,173.0,570.0,2940.0,378.0,2990.0,1765.0,1265.0,770.0,2710.0,25450.0,1740.0
2025-01-24,1190.0,1490.0,4870.0,2090.0,418.0,9070.9,4231.01,3960.21,1002.3,1655.0,945.0,580.0,5565.12,925.0,1005.0,980.0,436.0,540.0,850.0,1510.0,11425.0,3210.0,7550.0,6050.0,2020.0,4320.0,1220.0,980.0,685.0,1000.0,1850.0,665.0,2580.0,398.0,170.0,570.0,2930.0,378.0,2940.0,1770.0,1400.0,775.0,2690.0,25100.0,1690.0
2025-01-30,1120.0,1395.0,4780.0,2040.0,412.0,8876.87,4258.54,3894.05,959.95,1610.0,945.0,570.0,5542.41,895.0,995.0,980.0,436.0,575.0,850.0,1400.0,11575.0,3040.0,7625.0,5875.0,2000.0,4260.0,1235.0,975.0,680.0,975.0,1840.0,660.0,2540.0,388.0,179.0,580.0,2900.0,378.0,2840.0,1780.0,1690.0,790.0,2640.0,24475.0,1650.0
