Date,AKRA.JK,ANTM.JK,ASII.JK,AUTO.JK,AVIA.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BIRD.JK,BJBR.JK,BJTM.JK,BMRI.JK,BTPS.JK,CTRA.JK,DSNG.JK,ELSA.JK,EMTK.JK,ESSA.JK,HEAL.JK,ICBP.JK,INCO.JK,INDF.JK,INTP.JK,JPFA.JK,JSMR.JK,KLBF.JK,MPMX.JK,MTEL.JK,PNBN.JK,POWR.JK,PRDA.JK,PWON.JK,SCMA.JK,SIDO.JK,SILO.JK,SIMP.JK,SMGR.JK,SMSM.JK,SSMS.JK,TAPG.JK,TLKM.JK,UNTR.JK,UNVR.JK
2022-09-12,1033.92,1754.52,5578.85,1023.26,784.89,7680.93,3694.74,3725.58,1193.93,1316.11,1182.51,613.17,3772.79,2616.08,967.43,453.67,306.46,1793.53,1055.13,1467.77,8295.52,6364.96,5751.43,9252.84,1350.82,3291.57,1684.4,809.98,747.34,2010.0,523.09,5381.5,468.2,199.56,624.91,1079.35,403.43,6199.55,1098.68,1190.33,516.64,4105.79,23936.23,4063.65
2022-09-13,1076.82,1834.28,5758.81,1052.26,730.44,7818.5,3768.22,3741.92,1197.81,1316.11,1186.76,613.17,3885.88,2652.41,1010.96,457.33,302.99,1778.83,1097.71,1457.88,8223.17,6636.34,5728.33,9374.27,1359.95,3330.41,1727.72,813.9,752.16,2040.0,530.9,5199.08,477.83,197.78,629.31,1089.16,410.67,6293.12,1137.61,1203.9,516.64,4087.7,23832.16,4170.82
2022-09-14,1179.79,1878.58,5718.82,1039.83,739.52,7795.57,3736.73,3741.92,1193.93,1329.77,1182.51,613.17,3824.2,2679.66,986.78,466.47,304.72,1769.03,1078.79,1438.11,8223.17,6661.01,5751.43,9398.56,1364.51,3466.34,1727.72,806.07,747.34,2180.0,534.8,4971.05,475.9,196.0,624.91,1074.44,407.05,6222.94,1163.57,1203.9,520.33,4051.52,23589.33,4135.1
2022-09-15,1209.82,1834.28,5638.84,1056.4,734.98,8024.85,3852.19,3766.43,1248.37,1307.0,1199.52,617.43,3844.76,2688.75,1054.5,457.33,302.99,1724.93,1078.79,1423.29,8295.52,6562.33,5705.23,9325.7,1355.38,3446.92,1766.22,802.16,737.69,2180.0,550.41,4925.44,505.77,199.56,624.91,1074.44,408.86,6199.55,1154.92,1222.01,520.33,4069.61,24213.76,4108.31
2022-09-16,1154.05,1807.69,5518.86,1077.12,793.96,7749.72,3757.72,3676.56,1225.04,1307.0,1195.27,613.17,3741.95,2679.66,1044.82,455.5,296.07,1793.73,1088.25,1359.04,8343.75,6438.97,5820.72,9641.41,1387.33,3446.92,1828.78,802.16,756.98,2200.0,554.32,4788.62,496.13,197.78,624.91,1059.72,401.62,6433.49,1172.22,1262.74,520.33,3988.22,23814.82,4135.1
2022-09-19,1205.53,1816.55,5698.82,1118.55,766.74,7933.14,3768.22,3733.75,1225.04,1293.34,1199.52,613.17,3793.36,2634.24,1059.34,450.01,287.41,1744.59,1055.13,1428.23,8391.98,6438.97,5728.33,9641.41,1373.64,3427.5,1804.72,802.16,752.16,2140.0,566.03,4697.41,496.13,197.78,655.71,1054.82,398.0,6550.46,1185.19,1212.96,524.02,4069.61,23797.47,4108.31
2022-09-20,1222.69,1816.55,5738.81,1118.55,757.67,7841.43,3768.22,3668.39,1225.04,1307.0,1195.27,613.17,3783.08,2634.24,1039.99,448.18,282.22,1695.44,1003.08,1452.94,8560.78,6389.63,5728.33,9811.41,1359.95,3388.67,1780.66,813.9,747.34,2100.0,558.22,4788.62,491.32,197.78,633.71,1064.63,401.62,6737.62,1211.15,1190.33,512.95,4051.52,23693.4,4224.41
2022-09-21,1218.4,1843.14,5718.82,1101.97,748.59,7772.64,3768.22,3717.41,1213.37,1270.57,1191.02,608.91,3813.92,2561.58,991.62,448.18,290.87,1700.36,1040.94,1482.59,8391.98,6537.66,5774.53,9859.99,1378.2,3437.21,1771.03,802.16,742.52,2130.0,554.32,4834.23,486.5,196.0,642.51,1054.82,394.39,6737.62,1198.17,1190.33,505.57,4006.31,23814.82,4295.86
2022-09-22,1248.43,1843.14,5738.81,1101.97,753.13,7772.64,3778.72,3725.58,1217.26,1270.57,1182.51,613.17,3783.08,2570.66,981.94,455.5,290.87,1675.79,1078.79,1487.53,8512.55,6562.33,5774.53,9787.13,1378.2,3408.08,1785.47,813.9,732.87,2160.0,554.32,4811.43,486.5,192.43,633.71,1054.82,394.39,6807.8,1198.17,1190.33,512.95,4006.31,24352.51,4295.86
2022-09-23,1201.24,1807.69,5718.82,1097.83,748.59,7680.93,3778.72,3660.22,1213.37,1266.01,1178.25,613.17,3783.08,2552.49,962.59,455.5,287.41,1651.21,1069.33,1497.42,8681.36,6537.66,5728.33,9835.7,1373.64,3427.5,1775.84,841.29,732.87,2270.0,554.32,4788.62,468.2,192.43,633.71,1030.28,394.39,6948.17,1185.19,1199.38,516.64,3961.09,23589.33,4295.86
2022-09-26,1119.72,1745.66,5578.85,1068.83,744.06,7726.79,3778.72,3709.24,1205.59,1261.46,1169.75,604.66,3803.64,2479.82,962.59,450.01,268.37,1582.41,1026.74,1477.65,8753.7,6414.3,5728.33,9738.56,1391.89,3340.12,1780.66,825.63,732.87,2350.0,538.7,5016.65,466.27,188.87,633.71,1015.57,388.96,6948.17,1185.19,1208.43,498.19,4033.44,23103.67,4278.0
2022-09-27,1179.79,1741.23,5558.85,1089.55,730.44,7612.15,3778.72,3701.07,1178.37,1275.12,1165.49,608.91,3844.76,2497.99,981.94,440.86,266.63,1592.24,1017.28,1492.48,8536.67,6488.31,5682.14,9592.84,1378.2,3369.25,1780.66,849.11,713.59,2330.0,546.51,4720.22,468.2,183.52,629.31,1015.57,385.34,7018.35,1167.89,1194.85,487.12,4015.35,23173.05,4286.93
2022-09-28,1149.76,1705.79,5438.88,1072.97,734.98,7635.08,3778.72,3692.9,1170.59,1238.69,1161.24,608.91,3824.2,2497.99,962.59,440.86,263.17,1557.84,946.31,1502.36,8488.44,6167.6,5635.94,9544.27,1359.95,3310.99,1751.78,821.72,718.41,2360.0,550.41,4651.81,462.42,183.52,624.91,1005.75,381.72,6924.78,1137.61,1231.06,468.67,4042.48,22895.53,4295.86
2022-09-29,1141.18,1701.36,5418.88,1039.83,748.59,7680.93,3768.22,3660.22,1139.48,1247.8,1152.73,604.66,3803.64,2443.49,967.43,446.35,264.9,1533.27,917.92,1556.72,8536.67,6167.6,5566.64,9447.13,1350.82,3262.44,1761.41,766.94,708.77,2200.0,542.61,4629.0,458.56,185.3,629.31,1015.57,379.91,7018.35,1141.94,1222.01,483.43,4015.35,22982.25,4331.58
2022-09-30,1158.34,1719.08,5298.91,1031.55,721.37,7841.43,3768.22,3668.39,1155.03,1234.13,1152.73,604.66,3875.6,2479.82,919.06,442.69,266.63,1493.96,941.57,1606.14,8343.75,6315.62,5566.64,9228.56,1382.76,3145.92,1761.41,766.94,699.12,2130.0,542.61,4606.2,435.44,183.52,624.91,1010.66,372.68,6994.96,1124.64,1172.22,483.43,4033.44,22774.11,4313.72
2022-10-03,1154.05,1674.77,5298.91,1019.12,748.59,7795.57,3736.73,3701.07,1151.15,1229.58,1152.73,604.66,3813.92,2434.41,923.9,453.67,271.83,1552.93,898.99,1507.3,8416.09,6093.59,5566.64,9131.42,1369.07,3165.34,1742.15,770.85,684.66,2160.0,542.61,4697.41,435.44,178.18,620.51,1015.57,370.87,6971.57,1128.96,1217.48,483.43,4033.44,22895.53,4331.58
2022-10-04,1205.53,1705.79,5378.89,1027.4,753.13,7841.43,3715.74,3790.95,1166.7,1261.46,1156.99,600.4,3793.36,2507.07,928.73,455.5,280.49,1523.44,908.45,1512.24,8223.17,6463.64,5589.74,9034.27,1355.38,3145.92,1746.97,782.59,703.94,2170.0,538.7,4720.22,437.37,179.96,620.51,1015.57,376.3,6971.57,1176.54,1240.11,487.12,4015.35,23450.57,4349.45
2022-10-05,1214.11,1719.08,5338.9,1043.98,757.67,7749.72,3715.74,3709.24,1147.26,1256.9,1152.73,604.66,3813.92,2570.66,928.73,457.33,277.02,1597.16,903.72,1507.3,8343.75,6636.34,5566.64,8985.7,1337.13,3145.92,1775.84,786.5,699.12,2170.0,550.41,4697.41,435.44,194.21,616.11,1015.57,378.1,6854.59,1180.87,1258.21,494.5,4033.44,23516.7,4313.72
2022-10-06,1205.53,1710.22,5278.91,1039.83,744.06,7726.79,3736.73,3684.73,1127.81,1266.01,1148.48,604.66,3834.48,2588.83,928.73,461.9,278.75,1621.73,898.99,1507.3,8512.55,6636.34,5635.94,8864.27,1305.18,3204.18,1780.66,790.42,703.94,2270.0,542.61,4788.62,437.37,203.12,620.51,1015.57,383.53,6854.59,1189.52,1271.79,490.81,4006.31,23356.72,4376.24
2022-10-07,1171.21,1714.65,5178.93,1035.69,762.2,7520.43,3684.25,3627.54,1162.81,1275.12,1156.99,600.4,3875.6,2543.41,914.22,461.9,278.75,1616.81,884.8,1487.53,8584.9,6710.35,5612.84,8864.27,1296.06,3194.47,1775.84,802.16,699.12,2330.0,542.61,4674.61,435.44,197.78,629.31,1005.75,379.91,6761.01,1202.5,1267.27,490.81,3933.96,23463.37,4322.65
2022-10-10,1141.18,1692.5,5198.93,1027.4,762.2,7612.15,3673.75,3570.35,1162.81,1279.67,1156.99,600.4,3824.2,2543.41,933.57,466.47,283.95,1616.81,903.72,1517.19,8633.13,6587.0,5659.04,8839.99,1318.87,3204.18,1823.97,786.5,689.48,2320.0,538.7,4697.41,433.51,192.43,620.51,1025.38,376.3,6877.99,1189.52,1240.11,490.81,3997.26,22965.66,4286.93
2022-10-11,1209.82,1679.2,5218.92,1023.26,748.59,7566.29,3652.76,3619.37,1155.03,1256.9,1152.73,596.14,3824.2,2516.16,933.57,451.84,277.02,1602.07,917.92,1497.42,8681.36,6463.64,5659.04,9082.84,1318.87,3184.76,1766.22,782.59,694.3,2300.0,534.8,4697.41,427.73,194.21,616.11,1010.66,376.3,7041.75,1198.17,1240.11,487.12,3897.78,22894.56,4224.41
2022-10-12,1244.14,1665.91,5148.39,1033.38,744.06,7635.08,3631.77,3594.86,1139.48,1256.9,1144.23,596.14,3875.6,2479.82,923.9,446.35,271.83,1528.36,898.99,1497.42,8633.13,6488.31,5612.84,8937.13,1305.18,3165.34,1828.78,778.68,694.3,2300.0,530.9,4606.2,423.88,187.09,580.9,1010.66,376.3,7018.35,1185.19,1278.06,479.74,3924.91,23001.21,4278.0
2022-10-13,1209.82,1621.61,5148.39,1033.38,721.37,7589.22,3673.75,3554.01,1143.37,1266.01,1148.48,596.14,3896.16,2452.57,923.9,442.69,273.56,1518.53,941.57,1502.36,8536.67,6438.97,5589.74,8888.56,1300.62,3184.76,1790.28,782.59,689.48,2350.0,526.99,4560.59,433.51,190.65,576.5,1000.85,369.06,6877.99,1189.52,1316.35,472.36,3888.74,22894.56,4322.65
2022-10-14,1235.56,1612.74,5148.39,1026.51,698.69,7566.29,3537.3,3488.65,1143.37,1279.67,1148.48,591.88,3865.32,2479.82,919.06,442.69,273.56,1489.04,932.11,1497.42,8391.98,6611.67,5589.74,8791.42,1273.24,3194.47,1775.84,778.68,689.48,2400.0,519.19,4629.0,427.73,185.3,576.5,991.04,365.44,6737.62,1193.85,1340.29,476.05,3879.7,23996.62,4295.86
2022-10-17,1209.82,1599.45,5209.19,1017.92,707.76,7566.29,3600.28,3513.16,1151.15,1247.8,1148.48,591.88,3885.88,2434.41,890.04,442.69,270.1,1489.04,908.45,1477.65,8512.55,6488.31,5659.04,8888.56,1264.11,3175.05,1857.66,774.77,675.01,2380.0,519.19,4834.23,418.1,185.3,558.9,981.22,360.01,7018.35,1228.45,1378.58,476.05,3915.87,23392.27,4313.72
2022-10-18,1235.56,1590.59,5148.39,1013.63,716.83,7612.15,3642.26,3504.99,1147.26,1256.9,1152.73,596.14,3906.44,2461.66,890.04,435.37,271.83,1464.47,936.84,1482.59,8633.13,6562.33,5705.23,8985.7,1296.06,3262.44,1828.78,782.59,675.01,2370.0,519.19,4629.0,418.1,188.87,572.1,986.13,356.39,7041.75,1224.12,1373.8,490.81,3843.52,22752.36,4376.24
2022-10-19,1244.14,1617.18,5290.27,1017.92,712.3,7589.22,3684.25,3513.16,1135.59,1252.35,1144.23,591.88,3896.16,2416.24,890.04,455.5,268.37,1489.04,908.45,1477.65,8801.93,6809.03,5751.43,9155.7,1296.06,3320.7,1905.78,778.68,684.66,2600.0,523.09,4583.4,421.95,194.21,585.3,986.13,365.44,7252.3,1215.47,1369.01,501.88,3798.3,22610.16,4778.14
2022-10-20,1244.14,1612.74,5209.19,1022.22,703.22,7795.57,3778.72,3586.69,1193.93,1270.57,1156.99,591.88,4070.92,2534.32,933.57,493.91,275.29,1493.96,965.23,1482.59,9163.65,6784.36,5866.92,8937.13,1350.82,3291.57,1953.91,786.5,679.84,2630.0,526.99,4651.81,429.66,194.21,576.5,995.94,372.68,7299.09,1224.12,1436.02,531.41,3933.96,22627.93,4822.79
2022-10-21,1231.27,1595.02,5330.81,1030.81,707.76,7933.14,3778.72,3619.37,1166.7,1256.9,1156.99,587.62,4255.96,2525.24,909.38,471.05,277.02,1503.78,936.84,1472.71,9091.31,6488.31,5797.63,8985.7,1309.75,3369.25,1900.97,782.59,684.66,2730.0,530.9,4765.82,420.03,196.0,594.1,995.94,374.49,7111.93,1245.75,1354.65,505.57,3943.0,22752.36,4733.48
2022-10-24,1244.14,1590.59,5391.62,1043.69,694.15,8162.42,3925.67,3676.56,1193.93,1247.8,1169.75,591.88,4214.84,2470.74,894.87,457.33,285.68,1508.7,913.19,1477.65,9091.31,6512.99,5820.72,9009.99,1277.8,3330.41,1920.22,786.5,689.48,2710.0,530.9,4788.62,423.88,201.34,624.91,991.04,381.72,7088.54,1263.05,1397.73,501.88,3988.22,23018.99,4755.81
2022-10-25,1166.92,1568.44,5432.15,1039.4,685.08,7979.0,3957.15,3750.09,1186.15,1229.58,1169.75,587.62,4204.56,2534.32,894.87,466.47,290.87,1508.7,903.72,1482.59,9187.77,6587.0,5728.33,8864.27,1259.55,3320.7,1925.03,782.59,689.48,2780.0,534.8,4720.22,427.73,203.12,620.51,1015.57,383.53,6994.96,1280.36,1325.93,520.33,3970.13,22752.36,4711.16
2022-10-26,1196.95,1603.88,5330.81,1035.1,680.54,7841.43,3873.18,3701.07,1193.93,1234.13,1169.75,591.88,4194.28,2525.24,894.87,493.91,299.53,1621.73,884.8,1477.65,9453.03,6611.67,5843.82,8985.7,1264.11,3378.96,1963.53,786.5,694.3,2630.0,530.9,4651.81,433.51,213.81,629.31,995.94,388.96,6994.96,1284.68,1345.07,524.02,3952.05,23605.57,4822.79
2022-10-27,1222.69,1630.47,5391.62,1039.4,680.54,7979.0,3925.67,3758.26,1205.59,1252.35,1169.75,591.88,4194.28,2706.91,894.87,507.63,294.34,1587.33,922.65,1482.59,9477.15,6661.01,5820.72,8937.13,1277.8,3340.12,1934.66,794.33,699.12,2610.0,530.9,4925.44,433.51,212.03,651.31,991.04,388.96,7182.12,1284.68,1373.8,524.02,3952.05,23285.62,4778.14
2022-10-28,1239.85,1626.04,5310.54,1035.1,662.39,8024.85,3915.17,3782.78,1197.81,1357.09,1165.49,591.88,4194.28,2643.33,890.04,507.63,304.72,1557.84,922.65,1482.59,9453.03,6414.3,5890.02,9009.99,1268.67,3291.57,1944.28,786.5,694.3,2430.0,534.8,4788.62,425.81,210.25,651.31,1030.28,385.34,7252.3,1267.38,1364.22,509.26,4024.39,22930.11,4447.69
2022-10-31,1338.52,1634.9,5391.62,1133.89,712.3,8070.71,3946.66,3799.12,1201.7,1402.63,1169.75,600.4,4338.2,2679.66,909.38,507.63,325.5,1518.53,1007.82,1472.71,9380.69,6414.3,5959.31,9009.99,1264.11,3310.99,1973.16,802.16,689.48,2400.0,530.9,4834.23,421.95,208.47,651.31,1074.44,383.53,7439.46,1297.66,1330.71,512.95,3970.13,22965.66,4144.03
2022-11-01,1248.43,1603.88,5330.81,1146.77,712.3,8070.71,3946.66,3807.29,1201.7,1379.86,1182.51,596.14,4276.52,2825.0,899.71,512.2,318.58,1582.41,1050.4,1507.3,9163.65,6438.97,5959.31,9908.56,1291.49,3301.28,1910.6,817.81,684.66,2240.0,530.9,5062.26,425.81,215.59,660.11,1108.78,385.34,7509.64,1289.01,1306.78,501.88,3997.26,22361.3,4045.79
2022-11-02,1282.75,1652.62,5209.19,1129.59,716.83,8024.85,3883.68,3766.43,1193.93,1398.08,1182.51,600.4,4142.88,2961.25,885.2,530.5,322.04,1621.73,1036.2,1541.9,9260.11,6537.66,5936.21,9811.41,1268.67,3233.31,1896.16,806.07,684.66,2350.0,526.99,5085.06,429.66,213.81,655.71,1079.35,394.39,7579.82,1319.29,1321.14,501.88,3816.39,21828.04,4019.0
2022-11-03,1329.94,1621.61,5168.65,1133.89,703.22,8070.71,3904.67,3799.12,1186.15,1425.4,1182.51,596.14,4184.0,3006.67,890.04,544.22,332.43,1641.38,1088.25,1532.01,9211.88,6537.66,5890.02,9811.41,1254.98,3233.31,1896.16,825.63,679.84,2410.0,534.8,4971.05,431.59,212.03,651.31,1108.78,390.77,7509.64,1358.22,1349.86,501.88,3735.0,22041.35,4027.93
2022-11-04,1299.91,1696.93,5209.19,1146.77,712.3,8047.78,3894.18,3799.12,1193.93,1498.27,1178.25,596.14,4173.72,2934.0,890.04,539.64,341.08,1611.9,1055.13,1507.3,9308.34,6661.01,5959.31,10175.7,1245.86,3233.31,1891.34,825.63,684.66,2250.0,526.99,4925.44,427.73,213.81,651.31,1079.35,388.96,7720.19,1349.56,1340.29,505.57,3807.35,22236.88,4054.72
2022-11-07,1282.75,1772.25,5270.0,1224.08,712.3,8116.57,3894.18,3831.8,1193.93,1461.83,1174.0,604.66,4214.84,3052.09,894.87,562.51,332.43,1592.24,1040.94,1477.65,9404.8,7055.73,6005.51,10224.27,1236.73,3204.18,1944.28,853.03,679.84,2120.0,519.19,5039.46,429.66,215.59,655.71,1108.78,390.77,7720.19,1332.26,1416.88,520.33,3870.65,22236.88,4126.17
2022-11-08,1261.3,1758.95,5290.27,1271.33,689.61,8024.85,3883.68,3774.61,1186.15,1525.59,1178.25,604.66,4173.72,2915.84,880.36,567.08,309.92,1675.79,1040.94,1482.59,9404.8,6932.38,5982.41,9957.13,1241.29,3204.18,1905.78,856.94,670.19,2190.0,523.09,5085.06,435.44,222.72,654.37,1108.78,390.77,7439.46,1349.56,1455.17,512.95,3816.39,22165.77,4135.1
2022-11-09,1261.3,1772.25,5310.54,1245.56,671.46,8139.49,3904.67,3799.12,1186.15,1557.47,1169.75,600.4,4173.72,2888.58,894.87,553.36,306.46,1715.1,1050.4,1477.65,9404.8,7080.4,6051.7,9884.27,1236.73,3204.18,1886.53,853.03,675.01,2160.0,530.9,5107.87,445.07,226.29,654.37,1098.97,385.34,7369.27,1362.54,1364.22,512.95,3789.26,22041.35,4054.72
2022-11-10,1252.72,1772.25,5290.27,1228.38,662.39,8070.71,3894.18,3701.07,1186.15,1511.93,1156.99,596.14,4153.16,2852.25,885.2,548.79,297.8,1720.01,979.43,1482.59,9380.69,7006.39,5982.41,10175.7,1227.6,3233.31,1905.78,853.03,679.84,2120.0,526.99,5016.65,439.29,224.5,663.33,1094.06,376.3,7462.85,1296.61,1349.86,498.19,3771.17,20903.73,4072.58
2022-11-11,1269.88,1878.58,5229.46,1301.39,666.93,8116.57,3904.67,3799.12,1193.93,1511.93,1161.24,596.14,4286.8,2879.5,919.06,548.79,315.11,1715.1,1012.55,1448.0,9501.26,7327.11,5913.12,9957.13,1227.6,3233.31,1925.03,868.68,679.84,2130.0,526.99,5153.47,437.37,233.41,663.33,1094.06,381.72,7603.22,1322.98,1359.43,494.5,3753.09,20619.32,4054.72
2022-11-14,1188.37,1878.58,5107.85,1309.98,657.85,8024.85,3820.7,3741.92,1193.93,1507.37,1165.49,596.14,4214.84,2815.92,923.9,562.51,302.99,1636.47,979.43,1423.29,9404.8,7203.76,5982.41,10005.7,1250.42,3213.89,1934.66,911.72,670.19,2060.0,526.99,5107.87,437.37,226.29,685.74,1094.06,379.91,7486.25,1336.17,1412.09,494.5,3662.65,20406.02,4099.38
2022-11-15,1218.4,1914.03,5047.04,1301.39,653.32,8070.71,3831.2,3741.92,1186.15,1420.85,1156.99,604.66,4214.84,2806.83,933.57,535.07,299.53,1665.96,955.77,1428.23,9453.03,7203.76,6005.51,9811.41,1259.55,3184.76,1953.91,923.46,670.19,2010.0,530.9,5039.46,437.37,235.19,690.23,1094.06,383.53,7439.46,1380.12,1436.02,494.5,3662.65,20370.47,4117.24
2022-11-16,1205.53,1798.83,5006.5,1288.51,657.85,7887.29,3820.7,3692.9,1178.37,1379.86,1156.99,596.14,4112.04,2788.67,899.71,548.79,299.53,1665.96,936.84,1423.29,9428.92,7179.09,6005.51,9544.27,1254.98,3175.05,1953.91,896.07,665.37,2000.0,526.99,5563.93,429.66,233.41,685.74,1103.88,378.1,7135.33,1375.73,1455.17,487.12,3662.65,20441.57,4117.24
2022-11-17,1158.34,1750.09,5107.85,1305.69,680.54,8001.93,3894.18,3815.46,1174.48,1420.85,1156.99,600.4,4070.92,2788.67,899.71,539.64,296.07,1641.38,941.57,1398.58,9332.46,7006.39,6028.61,9349.99,1232.17,3165.34,1953.91,880.42,665.37,2030.0,530.9,5404.3,425.81,226.29,681.26,1108.78,383.53,7135.33,1366.94,1440.81,483.43,3653.61,20352.7,4099.38
2022-11-18,1171.21,1736.8,5047.04,1309.98,671.46,8093.64,3862.69,3766.43,1178.37,1407.19,1156.99,604.66,4184.0,2806.83,904.55,539.64,294.34,1641.38,974.7,1398.58,9308.34,6809.03,6005.51,9617.13,1236.73,3165.34,1982.78,899.98,660.55,2050.0,530.9,5267.49,425.81,231.63,676.78,1108.78,383.53,7228.91,1371.33,1392.94,490.81,3626.48,20477.12,4144.03
2022-11-21,1201.24,1736.8,5128.12,1318.57,689.61,8001.93,3852.19,3750.09,1174.48,1434.51,1161.24,596.14,4153.16,2779.58,919.06,553.36,292.6,1665.96,960.5,1363.98,9453.03,6932.38,6028.61,9471.41,1236.73,3175.05,2030.91,896.07,665.37,2020.0,530.9,5313.09,423.88,238.76,690.23,1113.69,385.34,7182.12,1336.17,1416.88,494.5,3644.56,20477.12,4063.65
2022-11-22,1192.66,1714.65,5047.04,1322.87,716.83,8162.42,3883.68,3750.09,1182.26,1402.63,1161.24,600.4,4163.44,2761.41,919.06,548.79,294.34,1631.56,965.23,1378.81,9308.34,6907.71,5959.31,9349.99,1232.17,3175.05,1944.28,868.68,679.84,2040.0,534.8,5358.7,433.51,228.07,690.23,1118.6,381.72,7205.51,1340.57,1445.6,494.5,3617.43,20583.77,4072.58
2022-11-23,1192.66,1750.09,5026.77,1301.39,725.91,8139.49,3883.68,3815.46,1174.48,1461.83,1156.99,604.66,4194.28,2770.5,938.41,553.36,299.53,1602.07,965.23,1378.81,9549.49,7105.07,5959.31,9398.56,1236.73,3126.5,1973.16,880.42,684.66,2100.0,534.8,5199.08,443.15,224.5,685.74,1177.47,379.91,7158.72,1362.54,1426.45,494.5,3590.3,21063.71,4063.65
2022-11-24,1171.21,1745.66,5026.77,1301.39,744.06,8254.13,3894.18,3856.31,1182.26,1457.28,1156.99,604.66,4204.56,2761.41,981.94,544.22,297.8,1552.93,998.35,1378.81,9453.03,7080.4,5936.21,9471.41,1241.29,3126.5,1992.41,872.59,689.48,2090.0,534.8,5107.87,452.78,224.5,685.74,1148.03,378.1,7111.93,1344.96,1426.45,501.88,3644.56,21312.56,4072.58
2022-11-25,1166.92,1727.94,5006.5,1279.92,730.44,8231.21,3904.67,3880.82,1186.15,1411.74,1156.99,604.66,4184.0,2725.08,977.1,548.79,290.87,1538.18,979.43,1393.64,9549.49,7031.06,5843.82,9617.13,1241.29,3155.63,2021.28,876.5,694.3,2020.0,534.8,5107.87,456.63,222.72,694.71,1177.47,374.49,7205.51,1353.75,1397.73,505.57,3644.56,21223.69,4108.31
2022-11-28,1175.5,1696.93,5047.04,1279.92,725.91,8277.06,3894.18,3938.01,1190.04,1411.74,1156.99,604.66,4163.44,2779.58,977.1,557.94,275.29,1459.55,1007.82,1403.52,9621.84,7080.4,5797.63,9641.41,1232.17,3126.5,2040.53,888.24,689.48,1895.0,534.8,5107.87,462.42,215.59,694.71,1202.0,372.68,7205.51,1366.94,1426.45,505.57,3599.35,21152.58,4206.55
2022-11-29,1192.66,1741.23,4905.15,1271.33,735.1,8231.21,3936.16,3962.52,1186.15,1411.74,1152.73,604.66,4245.68,2879.5,977.1,557.94,282.22,1361.27,1017.28,1408.46,9621.84,7203.76,5843.82,9568.56,1236.73,3097.38,2021.28,892.15,699.12,1805.0,530.9,5176.28,456.63,219.16,694.71,1177.47,376.3,7111.93,1331.77,1436.02,501.88,3599.35,21828.04,4197.62
2022-11-30,1188.37,1758.95,4905.15,1305.69,707.53,8529.27,4156.59,4068.73,1193.93,1439.06,1156.99,621.69,4327.92,2906.75,977.1,557.94,283.95,1267.9,1007.82,1507.3,9742.41,7277.77,5959.31,9665.7,1213.91,3019.7,1992.41,899.98,713.59,1900.0,526.99,5723.55,456.63,222.72,703.67,1246.15,376.3,7111.93,1349.36,1450.38,501.88,3653.61,21899.14,4350.8
2022-12-01,1235.56,1807.69,5006.5,1352.93,698.34,8254.13,4072.62,4036.05,1197.81,1498.27,1165.49,613.17,4276.52,2815.92,972.27,567.08,287.41,1243.32,1012.55,1517.19,9790.64,7203.76,6167.2,9714.27,1191.09,3009.99,1973.16,931.28,713.59,1800.0,530.9,5563.93,456.63,215.59,708.15,1255.97,385.34,7205.51,1353.75,1488.68,490.81,3581.26,21810.27,4269.22
2022-12-02,1244.14,1807.69,4965.96,1344.34,661.59,8194.29,4093.61,3995.2,1178.37,1475.5,1165.49,608.91,4327.92,2752.33,977.1,553.36,287.41,1253.15,969.96,1532.01,9838.87,7302.44,6259.59,9714.27,1181.97,2932.31,1982.78,931.28,718.41,1820.0,546.51,5677.94,460.49,215.59,703.67,1270.68,383.53,7182.12,1349.36,1445.6,490.81,3617.43,20779.3,4269.22
2022-12-05,1201.24,1825.41,4884.89,1279.92,666.18,8079.2,4093.61,3995.2,1131.7,1420.85,1156.99,613.17,4471.84,2625.16,972.27,539.64,287.41,1169.61,960.5,1492.48,9983.56,7327.11,6259.59,9641.41,1150.02,2922.6,1982.78,927.37,718.41,1840.0,538.7,5586.73,458.56,201.34,690.23,1255.97,381.72,7205.51,1349.36,1440.81,490.81,3472.74,20263.82,4296.42
2022-12-06,1166.92,1741.23,4763.27,1271.33,666.18,7987.13,4009.64,3970.69,1100.59,1398.08,1139.97,604.66,4482.12,2725.08,938.41,557.94,282.22,1115.55,927.38,1472.71,9983.56,7203.76,6259.59,9689.99,1150.02,2757.54,1953.91,946.94,713.59,1800.0,538.7,5472.71,452.78,190.65,672.3,1270.68,379.91,6714.23,1344.96,1416.88,483.43,3255.69,19979.42,4296.42
2022-12-07,1179.79,1701.36,4641.65,1258.44,666.18,7779.97,3988.64,3888.99,1085.03,1388.97,1135.72,596.14,4266.24,2679.66,967.43,557.94,275.29,1115.55,974.7,1512.24,9959.44,6981.72,6328.88,9665.7,1131.77,2796.38,1953.91,927.37,723.23,1730.0,534.8,5472.71,452.78,196.0,676.78,1265.78,378.1,6550.46,1344.96,1402.52,487.12,3328.04,19943.86,4260.16
